観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
34311,宮城県,新川（ニッカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,1990,7,24,72,8,1990,7,24,1976
34331,宮城県,塩釜（シオガマ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,1990,9,20,46.5,8,2022,7,15,1976
34392,宮城県,仙台（センダイ）,47590,2023,7,3,9,40,0,8,0,4,,,,,,94.3,8,1948,9,16,67,8,1950,7,19,1937
34436,宮城県,名取（ナトリ）,,2023,7,3,9,40,0,8,0,4,,,,,,65.5,8,2011,9,21,28.5,8,2009,7,4,2003
34461,宮城県,白石（シロイシ）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,1982,9,12,47,4,1980,7,17,1976
34462,宮城県,蔵王（ザオウ）,,2023,7,3,9,40,0,8,0,4,,,,,,57.5,8,2014,8,7,48,8,2011,7,27,2005
34471,宮城県,亘理（ワタリ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,1990,9,20,35,8,2002,7,11,1976
34506,宮城県,丸森（マルモリ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2008,8,29,33.5,8,2021,7,28,1977
34526,宮城県,筆甫（ヒッポ）,,2023,7,3,9,40,0,8,0,4,,,,,,86,8,2013,7,26,86,8,2013,7,26,1978
35002,山形県,飛島（トビシマ）,,2023,7,3,9,40,0,8,0.5,4,0,26,4,,,63,8,2005,8,13,56,8,1982,7,30,1978
35052,山形県,酒田（サカタ）,47587,2023,7,3,9,40,0,8,4,4,0,47,4,,,77.8,8,1949,8,24,64.2,8,1937,7,30,1937
35056,山形県,酒田大沢（サカタオオサワ）,,2023,7,3,9,40,0,8,9.5,4,3,7,4,,,112.5,8,2018,8,5,32,8,2020,7,21,2017
35071,山形県,差首鍋（サスナベ）,,2023,7,3,9,40,0,8,3.5,4,1,50,4,,,72,8,2018,8,5,53,8,2001,7,31,1976
35086,山形県,浜中（ハマナカ）,,2023,7,3,9,40,0,8,1.5,4,1,18,4,,,82,8,2008,8,14,44,8,2013,7,8,2003
35116,山形県,金山（カネヤマ）,,2023,7,3,9,40,0,8,0.5,4,2,16,4,,,59,8,2018,8,5,54,8,2000,7,12,1976
35141,山形県,鶴岡（ツルオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,75.5,8,2018,8,5,64.5,8,2013,7,18,1976
35146,山形県,狩川（カリカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2008,8,15,63,8,1987,7,31,1976
35162,山形県,新庄（シンジョウ）,47520,2023,7,3,9,40,0,8,0.5,4,7,25,4,,,75,8,1974,8,1,64.5,8,2020,7,21,1957
35171,山形県,瀬見（セミ）,,2023,7,3,9,40,0,8,0.5,4,7,36,4,,,63,8,1997,7,14,63,8,1997,7,14,1976
35176,山形県,向町（ムカイマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2018,8,5,41,8,1997,7,14,1976
35201,山形県,櫛引（クシビキ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2013,7,22,63,8,2013,7,22,1977
35216,山形県,肘折（ヒジオリ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2018,8,6,38,8,2005,7,2,1976
35231,山形県,尾花沢（オバナザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,61,8,1976,8,5,40.5,8,2009,7,25,1976
35246,山形県,鼠ケ関（ネズガセキ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2018,8,5,41,8,1979,7,28,1976
35256,山形県,荒沢（アラサワ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,2012,10,5,51,8,1990,7,10,1979
35332,山形県,村山（ムラヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,51.5,8,2015,7,22,51.5,8,2015,7,22,2002
35334,山形県,東根（ヒガシネ）,,2023,7,3,9,40,0,8,0,4,,,,,,37.5,8,2018,8,6,31.5,8,2019,7,24,2003
35361,山形県,大井沢（オオイサワ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,2000,7,4,60,8,2000,7,4,1978
35376,山形県,左沢（アテラザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,1990,7,24,44,8,1990,7,24,1976
35426,山形県,山形（ヤマガタ）,47588,2023,7,3,9,40,0,8,0,4,,,,,,74.5,8,1981,8,3,51.9,8,1963,7,29,1931
35456,山形県,長井（ナガイ）,,2023,7,3,9,40,0,8,0,4,,,,,,72.5,8,2022,8,3,69,8,1984,7,25,1976
35466,山形県,上山中山（カミノヤマナカヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,54.5,8,2014,7,9,54.5,8,2014,7,9,2006
35486,山形県,小国（オグニ）,,2023,7,3,9,40,0,8,0,4,,,,,,78,8,2004,7,17,78,8,2004,7,17,1976
35511,山形県,高畠（タカハタ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,2004,7,26,55,8,2004,7,26,1977
35537,山形県,中津川（ナカツガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,80,8,1983,8,11,54,8,2006,7,15,1981
35541,山形県,高峰（タカミネ）,,2023,7,3,9,40,0,8,0,4,,,,,,59.5,8,2011,7,11,59.5,8,2011,7,11,1976
35552,山形県,米沢（ヨネザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,1983,9,8,38,8,1994,7,8,1976
36056,福島県,茂庭（モニワ）,,2023,7,3,9,40,0,8,0,4,,,,,,55.5,8,2016,8,17,53.5,8,2009,7,5,1992
36066,福島県,梁川（ヤナガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,1981,7,11,68,8,1981,7,11,1976
36106,福島県,桧原（ヒバラ）,,2023,7,3,9,40,0,8,0,4,,,,,,67,8,1998,8,6,57.5,8,2010,7,17,1978
36127,福島県,福島（フクシマ）,47595,2023,7,3,9,40,0,8,0,4,,,,,,71,8,2017,7,28,71,8,2017,7,28,1937
36151,福島県,相馬（ソウマ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,2020,9,11,39,8,2000,7,8,1976
36176,福島県,喜多方（キタカタ）,,2023,7,3,9,40,0,8,0,4,,,,,,58.5,8,2022,8,3,48,8,1987,7,14,1976
36196,福島県,鷲倉（ワシクラ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,2016,8,2,43,8,2002,7,11,1977
36221,福島県,飯舘（イイタテ）,,2023,7,3,9,40,0,8,0,4,,,,,,92,8,1994,8,20,41,8,2022,7,27,1976
36231,福島県,原町（ハラマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,52.5,8,2015,9,11,45.5,8,2010,7,15,1976
36251,福島県,西会津（ニシアイヅ）,,2023,7,3,9,40,,1,,1,,,,,,45.5,8,2010,8,31,36,8,2011,7,29,1976
36276,福島県,猪苗代（イナワシロ）,,2023,7,3,9,40,0,8,0,4,,,,,,47,8,2016,8,2,46.5,8,2020,7,21,1976
36291,福島県,二本松（ニホンマツ）,,2023,7,3,9,40,0,8,0,4,,,,,,94,8,2022,7,28,94,8,2022,7,28,1976
36307,福島県,津島（ツシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,59.5,8,2012,7,30,59.5,8,2012,7,30,1977
36342,福島県,金山（カネヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,72.5,8,2009,7,26,72.5,8,2009,7,26,2007
36361,福島県,若松（ワカマツ）,47570,2023,7,3,9,40,0,8,0,4,,,,,,75,8,2008,9,3,57.5,8,1998,7,29,1953
36391,福島県,船引（フネヒキ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2014,8,2,50,8,2021,7,21,1976
36411,福島県,浪江（ナミエ）,,2023,7,3,9,40,0,8,0,4,,,,,,62,8,2019,10,25,48,8,2017,7,22,1976
36426,福島県,只見（タダミ）,,2023,7,3,9,40,0,8,0,4,,,,,,88.5,8,2017,7,18,88.5,8,2017,7,18,1976
36461,福島県,湖南（コナン）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2019,7,24,77.5,8,2019,7,24,1982
36476,福島県,郡山（コオリヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,1981,7,13,65,8,1981,7,13,1976
36501,福島県,川内（カワウチ）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2015,7,16,77.5,8,2015,7,16,1976
36511,福島県,富岡（トミオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,1993,11,14,49.5,8,2020,7,8,1976
36536,福島県,南郷（ナンゴウ）,,2023,7,3,9,40,0,8,0,4,,,,,,65.5,8,2022,8,5,40.5,8,2017,7,18,1976
36562,福島県,湯本（ユモト）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2020,9,11,58,8,1998,7,28,1988
36571,福島県,長沼（ナガヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,64,8,1998,7,28,64,8,1998,7,28,1978
36581,福島県,玉川（タマカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2010,7,26,63,8,2010,7,26,2003
36591,福島県,小野新町（オノニイマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,1987,9,10,51,8,2017,7,13,1976
36597,福島県,川前（カワマエ）,,2023,7,3,9,40,0,8,0,4,,,,,,55.5,8,2015,7,16,55.5,8,2015,7,16,2014
36611,福島県,広野（ヒロノ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2013,4,7,35,8,1993,7,3,1976
36641,福島県,田島（タジマ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2022,8,8,53.5,8,2008,7,23,1976
36667,福島県,白河（シラカワ）,47597,2023,7,3,9,40,0,8,0,4,,,,,,94.5,8,2019,7,24,94.5,8,2019,7,24,1940
36676,福島県,石川（イシカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,73.5,8,2013,7,27,73.5,8,2013,7,27,1976
36716,福島県,桧枝岐（ヒノエマタ）,,2023,7,3,9,40,0,8,0,4,,,,,,39,8,1981,7,16,39,8,1981,7,16,1978
36726,福島県,舘岩（タテイワ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,1981,7,21,44,8,1981,7,21,1978
36781,福島県,平（タイラ）,,2023,7,3,9,40,0,8,0,4,,,,,,91.5,8,2013,4,7,35,8,2008,7,24,1976
36821,福島県,東白川（ヒガシシラカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,78,8,2000,7,2,78,8,2000,7,2,1976
36836,福島県,山田（ヤマダ）,,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,2009,8,10,35,8,2015,7,16,2009
36846,福島県,小名浜（オナハマ）,47598,2023,7,3,9,40,0,8,0,4,,,,,,69.5,8,2007,8,22,49.2,8,1962,7,13,1937
40041,茨城県,花園（ハナゾノ）,,2023,7,3,9,40,0,8,0,4,,,,,,69.5,8,2010,12,22,57,4,1983,7,27,1976
40046,茨城県,北茨城（キタイバラキ）,,2023,7,3,9,40,0,8,0,4,,,,,,58.5,8,2009,8,9,41.5,8,2013,7,8,1976
40061,茨城県,大子（ダイゴ）,,2023,7,3,9,40,0,8,0,4,,,,,,82,8,2003,8,5,76,8,1999,7,25,1976
40066,茨城県,徳田（トクダ）,,2023,7,3,9,40,0,8,0,4,,,,,,62,8,2010,8,28,45,8,1998,7,23,1977
40076,茨城県,大能（オオノウ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2003,8,21,59,8,2007,7,15,1985
40091,茨城県,常陸大宮（ヒタチオオミヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,104,8,1989,9,15,67,8,1998,7,29,1978
40126,茨城県,中野（ナカノ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,1982,8,15,43,8,1987,7,15,1977
40136,茨城県,日立（ヒタチ）,,2023,7,3,9,40,0,8,0,4,,,,,,84,8,1999,10,27,39,8,2011,7,19,1976
40181,茨城県,門井（カドイ）,,2023,7,3,9,40,0,8,0,4,,,,,,97.5,8,2011,7,28,97.5,8,2011,7,28,1982
40191,茨城県,笠間（カサマ）,,2023,7,3,9,40,0,8,0,4,,,,,,81.5,8,2009,8,7,69.5,8,2022,7,3,1976
40201,茨城県,水戸（ミト）,47629,2023,7,3,9,40,0,8,0,4,,,,,,81.7,8,1947,9,15,77.8,8,1959,7,7,1906
40221,茨城県,古河（コガ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,2003,8,5,50,8,2006,7,3,1976
40231,茨城県,下館（シモダテ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2009,8,7,60.5,8,2010,7,25,2001
40241,茨城県,柿岡（カキオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,114.5,8,2011,8,11,88.5,8,2010,7,25,1976
40251,茨城県,美野里（ミノリ）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,2011,8,11,68.5,8,2010,7,25,1976
40281,茨城県,下妻（シモツマ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,1977,7,3,75,8,1977,7,3,1976
40311,茨城県,鉾田（ホコタ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,2014,7,1,59,8,2014,7,1,1978
40326,茨城県,坂東（バンドウ）,,2023,7,3,9,40,0,8,0,4,,,,,,83,8,2019,9,10,61.5,8,2017,7,4,1976
40336,茨城県,つくば（ツクバ）(館野（タテノ）),47646,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2005,8,8,58.9,8,1963,7,2,1921
40341,茨城県,土浦（ツチウラ）,,2023,7,3,9,40,0,8,0,4,,,,,,65.5,8,2016,8,17,39.5,8,2021,7,30,1976
40391,茨城県,江戸崎（エドサキ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,1994,9,1,32,8,1983,7,27,1976
40406,茨城県,鹿嶋（カシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,1999,10,27,44.5,8,2017,7,4,1976
40426,茨城県,龍ケ崎（リュウガサキ）,,2023,7,3,9,40,0,8,0,4,,,,,,85,8,1976,9,2,63.5,8,2021,7,30,1976
41011,栃木県,那須高原（ナスコウゲン）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,1998,8,27,55,8,2000,7,17,1976
41076,栃木県,五十里（イカリ）,,2023,7,3,9,40,0,8,0,4,,,,,,84,8,2001,7,18,84,8,2001,7,18,1976
41091,栃木県,黒磯（クロイソ）,,2023,7,3,9,40,0,8,0,4,,,,,,117,8,1977,9,3,88.5,8,2010,7,30,1976
41116,栃木県,土呂部（ドロブ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,2019,10,12,47,8,2002,7,10,1977
41141,栃木県,大田原（オオタワラ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,2013,7,27,87,8,2013,7,27,1976
41166,栃木県,奥日光（オクニッコウ）(日光（ニツコウ）),47690,2023,7,3,9,40,0,8,0,4,,,,,,79.5,8,1966,9,25,60,8,1968,7,23,1944
41172,栃木県,日光東町（ニッコウヒガシマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,22,8,2023,6,28,1,8,2023,7,1,2022
41181,栃木県,塩谷（シオヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,2005,7,30,69,8,2005,7,30,1978
41211,栃木県,足尾（アシオ）,,2023,7,3,9,40,0,8,0,4,,,,,,71.5,8,2018,8,10,54,8,2021,7,28,1976
41241,栃木県,高根沢（タカネザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,101.5,8,2022,7,27,101.5,8,2022,7,27,1976
41247,栃木県,那須烏山（ナスカラスヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,58.5,8,2013,9,15,53.5,8,2022,7,27,2009
41271,栃木県,鹿沼（カヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2013,7,27,99,8,2013,7,27,1976
41277,栃木県,宇都宮（ウツノミヤ）,47615,2023,7,3,9,40,0,8,0,4,,,,,,100.5,8,1957,8,7,77.5,8,1989,7,26,1930
41311,栃木県,葛生（クズウ）,,2023,7,3,9,40,0,8,0,4,,,,,,90,8,2001,8,10,74.5,8,2021,7,28,1976
41331,栃木県,真岡（モオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,90.5,8,2016,8,23,76.5,8,2021,7,28,1976
41356,栃木県,足利（アシカガ）,,2023,7,3,9,40,0,8,0,4,,,,,,61.5,8,2013,7,27,61.5,8,2013,7,27,1976
41361,栃木県,佐野（サノ）,,2023,7,3,9,40,0,8,0,4,,,,,,86.5,8,2014,6,23,71.5,8,2010,7,23,1976
41371,栃木県,栃木（トチギ）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,1987,8,18,50,8,2000,7,19,1976
41376,栃木県,小山（オヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,2003,8,5,79.5,8,2009,7,30,1976
42046,群馬県,藤原（フジワラ）,,2023,7,3,9,40,0,8,0,4,,,,,,52,8,1983,7,27,52,8,1983,7,27,1977
42091,群馬県,みなかみ（ミナカミ）,,2023,7,3,9,40,0,8,0,4,,,,,,62.5,8,2015,7,30,62.5,8,2015,7,30,1976
42106,群馬県,片品（カタシナ）,,2023,7,3,9,40,0,8,0,4,,,,,,49.5,8,2011,8,7,47.5,8,2022,7,12,1977
42121,群馬県,草津（クサツ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2022,8,4,52,8,1978,7,8,1976
42146,群馬県,沼田（ヌマタ）,,2023,7,3,9,40,0,8,0,4,,,,,,77.5,8,2016,8,1,57,8,2022,7,15,1976
42186,群馬県,中之条（ナカノジョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,1978,7,22,71,8,1978,7,22,1976
42221,群馬県,田代（タシロ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2013,9,16,39,8,2000,7,1,1976
42241,群馬県,榛名山（ハルナサン）,,2023,7,3,9,40,0,8,0,4,,,,,,101,8,2001,8,28,82,8,2016,7,31,1976
42251,群馬県,前橋（マエバシ）,47624,2023,7,3,9,40,0,8,0,4,,,,,,114.5,8,1997,9,11,82,8,1977,7,26,1912
42261,群馬県,黒保根（クロホネ）,,2023,7,3,9,40,0,8,0,4,,,,,,69,8,1988,8,23,66,8,2007,7,29,1978
42266,群馬県,桐生（キリュウ）,,2023,7,3,9,40,0,8,0,4,,,,,,67,8,2003,8,8,65,8,2000,7,2,1976
42286,群馬県,上里見（カミサトミ）,,2023,7,3,9,40,0,8,0,4,,,,,,88,8,1987,7,15,88,8,1987,7,15,1976
42302,群馬県,伊勢崎（イセサキ）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,2001,8,10,63,8,2013,7,27,1998
42326,群馬県,西野牧（ニシノマキ）,,2023,7,3,9,40,0,8,0,4,,,,,,77,8,2014,6,9,56.5,8,2018,7,10,1976
42341,群馬県,藤岡（フジオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,1976,7,13,74,8,1976,7,13,1976
42366,群馬県,館林（タテバヤシ）,,2023,7,3,9,40,0,8,0,4,,,,,,84,8,2008,7,25,84,8,2008,7,25,1976
42396,群馬県,神流（カンナ）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,1999,8,12,44.5,8,2010,7,2,1977
43051,埼玉県,寄居（ヨリイ）,,2023,7,3,9,40,0,8,0,4,,,,,,103,8,2005,8,12,92.5,8,2022,7,28,1976
43056,埼玉県,熊谷（クマガヤ）,47626,2023,7,3,9,40,0,8,0,4,,,,,,88.5,8,1943,9,3,84.6,8,1927,7,31,1915
43091,埼玉県,上吉田（カミヨシダ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,2020,7,22,68,8,2020,7,22,1977
43121,埼玉県,鴻巣（コウノス）,,2023,7,3,9,40,0,8,0,4,,,,,,73,8,1995,8,6,57.5,8,2010,7,2,1976
43126,埼玉県,久喜（クキ）,,2023,7,3,9,40,0,8,0,4,,,,,,87,8,2020,9,4,48,8,1977,7,16,1976
43151,埼玉県,三峰（ミツミネ）,,2023,7,3,9,40,0,8,0,4,,,,,,91,8,1981,7,18,91,8,1981,7,18,1976
43156,埼玉県,秩父（チチブ）,47641,2023,7,3,9,40,0,8,0,4,,,,,,78,8,1947,9,15,76.5,8,2015,7,28,1926
43157,埼玉県,浦山（ウラヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,69.5,8,2020,9,5,61,8,2008,7,14,1977
43162,埼玉県,ときがわ（トキガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,2002,7,10,54,8,2002,7,10,2000
43171,埼玉県,鳩山（ハトヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,111,8,2022,7,12,111,8,2022,7,12,1977
43231,埼玉県,飯能（ハンノウ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,1988,8,31,67.5,8,2022,7,12,1976
43241,埼玉県,さいたま（サイタマ）,,2023,7,3,9,40,0,8,0,4,,,,,,59.5,8,2011,8,19,43,8,2009,7,30,1976
43256,埼玉県,越谷（コシガヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,80.5,8,2020,8,12,68,8,1999,7,21,1976
43266,埼玉県,所沢（トコロザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,76.5,8,2016,8,22,75,8,1992,7,15,1976
44046,東京都,小河内（オゴウチ）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,1991,8,20,55,8,2004,7,11,1976
44051,東京都,小沢（オザワ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,1991,8,1,57,8,1981,7,18,1977
44056,東京都,青梅（オウメ）,,2023,7,3,9,40,0,8,0,4,,,,,,107.5,8,2016,8,22,86,8,1992,7,24,1976
44071,東京都,練馬（ネリマ）,,2023,7,3,9,40,0,8,0,4,,,,,,74.5,8,2018,8,27,40.5,8,2014,7,24,2012
44112,東京都,八王子（ハチオウジ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2008,8,29,62,8,1998,7,30,1976
44116,東京都,府中（フチュウ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,2019,9,3,55,8,1987,7,25,1976
44126,東京都,世田谷（セタガヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,68,8,1985,7,14,68,8,1985,7,14,1976
44132,東京都,東京（トウキョウ）,47662,2023,7,3,9,40,0,8,0,4,,,,,,88.7,8,1939,7,31,88.7,8,1939,7,31,1886
44136,東京都,江戸川臨海（エドガワリンカイ）,,2023,7,3,9,40,0,8,0,4,,,,,,85,8,2000,7,4,85,8,2000,7,4,1976
44166,東京都,羽田（ハネダ）,,2023,7,3,9,40,0,8,0,4,,,,,,82,8,2011,8,26,73,8,1981,7,22,1976
44172,東京都,大島（オオシマ）,47675,2023,7,3,9,40,0,8,0,4,,,,,,122.5,8,2013,10,16,84.5,8,1993,7,5,1938
44173,東京都,大島北ノ山（オオシマキタノヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,81,8,2022,8,13,51.5,8,2022,7,5,2003
44191,東京都,利島（トシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2015,7,3,74,8,2015,7,3,2014
44207,東京都,新島（ニイジマ）,,2023,7,3,9,40,0,8,0,4,,,,,,79.5,8,2021,7,1,79.5,8,2021,7,1,2003
44216,東京都,神津島（コウヅシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,76.5,8,2022,8,13,67.5,8,2010,7,8,2003
44226,東京都,三宅島（ミヤケジマ）,47677,2023,7,3,9,40,0,8,0,4,,,,,,109.7,8,1957,9,16,76.5,8,1963,7,23,1942
44228,東京都,三宅坪田（ミヤケツボタ）,,2023,7,3,9,40,0,8,0,4,,,,,,101,8,2007,10,27,80,8,2014,7,19,2000
44262,東京都,八重見ヶ原（ヤエミガハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,89,8,2003,9,22,56.5,8,2021,7,27,2003
44263,東京都,八丈島（ハチジョウジマ）,47678,2023,7,3,9,40,0,8,0,4,,,,,,129.5,8,1999,9,4,64.5,8,2021,7,27,1937
44281,東京都,青ヶ島（アオガシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,145,8,2022,10,14,51,8,2022,7,6,2014
44301,東京都,父島（チチジマ）,47971,2023,7,3,9,40,0,8,0,4,,,,,,79,8,2015,9,19,61,8,2000,7,19,1970
44316,東京都,母島（ハハジマ）,,2023,7,3,9,40,0,8,0,4,,,,,,99,8,2007,11,8,51.5,8,2022,7,22,2007
45061,千葉県,我孫子（アビコ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2016,7,20,53.5,8,2016,7,20,2010
45081,千葉県,香取（カトリ）,,2023,7,3,9,40,0,8,0,4,,,,,,153,8,1999,10,27,55,8,2019,7,16,1999
45086,千葉県,東庄（トウノショウ）,,2023,7,3,9,40,0,8,0,4,,,,,,71.5,8,2014,8,10,49,8,2007,7,15,1976
45106,千葉県,船橋（フナバシ）,,2023,7,3,9,40,0,8,0,4,,,,,,58.5,8,2013,10,16,41.5,8,2020,7,2,1999
45116,千葉県,佐倉（サクラ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2015,6,23,46.5,8,2014,7,19,1976
45121,千葉県,成田（ナリタ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2008,8,5,41,8,2007,7,15,1976
45147,千葉県,銚子（チョウシ）,47648,2023,7,3,9,40,0,8,0,4,,,,,,140,8,1947,8,28,64.8,8,1935,7,7,1912
45181,千葉県,横芝光（ヨコシバヒカリ）,,2023,7,3,9,40,0,8,0,4,,,,,,75,8,1999,10,27,52,8,2007,7,15,1976
45212,千葉県,千葉（チバ）,47682,2023,7,3,9,40,0,8,0,4,,,,,,71,8,1975,10,5,52.5,8,2014,7,19,1966
45261,千葉県,茂原（モバラ）,,2023,7,3,9,40,0,8,0,4,,,,,,61.5,8,2012,8,6,58,8,2007,7,15,1976
45282,千葉県,木更津（キサラヅ）,,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,2016,7,14,56.5,8,2016,7,14,2006
45291,千葉県,牛久（ウシク）,,2023,7,3,9,40,0,8,0,4,,,,,,85.5,8,2011,8,26,79,8,2016,7,15,1978
45326,千葉県,坂畑（サカハタ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2006,4,12,60,8,2003,7,31,1978
45331,千葉県,大多喜（オオタキ）,,2023,7,3,9,40,0,8,0,4,,,,,,91,8,2017,9,28,46,8,2016,7,14,1976
45346,千葉県,鋸南（キョナン）,,2023,7,3,9,40,0,8,0,4,,,,,,71,8,1989,8,1,60,8,1981,7,22,1976
45361,千葉県,鴨川（カモガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,85.5,8,2019,10,25,65,8,1990,7,13,1976
45371,千葉県,勝浦（カツウラ）,47674,2023,7,3,9,40,0,8,0,4,,,,,,122,8,1971,9,8,105,8,2007,7,14,1940
45401,千葉県,館山（タテヤマ）,47672,2023,7,3,9,40,0,8,0,4,,,,,,74.5,8,1972,9,15,49,8,1981,7,22,1968
46001,神奈川県,相模湖（サガミコ）,,2023,7,3,9,40,0,8,0,4,,,,,,68.5,8,2019,10,12,53.5,8,2011,7,19,1976
46046,神奈川県,相模原中央（サガミハラチュウオウ）,,2023,7,3,9,40,0,8,0,4,,,,,,94.5,8,2011,8,26,92,8,1984,7,27,1976
