観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの7月の1位の値(mm),昨日までの7月の1位の値の品質情報,昨日までの7月の1位の値の年,昨日までの7月の1位の値の月,昨日までの7月の1位の値の日,統計開始年
11001,北海道 宗谷地方,宗谷岬（ソウヤミサキ）,,うんち,7,3,9,40,0,8,0,4,,,,,,45,8,1996,8,18,37,8,2000,7,15,1978
11016,北海道 宗谷地方,稚内（ワッカナイ）,47401,2023,7,3,9,40,0,8,0,4,,,,,,64,8,1938,9,1,37.8,8,1958,7,29,1938
11046,北海道 宗谷地方,礼文（レブン）,,2023,7,3,9,40,0,8,0.5,4,2,28,4,,,50.5,8,2020,8,7,23.5,8,2017,7,11,2003
11061,北海道 宗谷地方,声問（コエトイ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,2010,9,20,37,8,2019,7,27,2003
11076,北海道 宗谷地方,浜鬼志別（ハマオニシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2013,8,24,28.5,8,2012,7,31,1978
11091,北海道 宗谷地方,本泊（モトドマリ）,,2023,7,3,9,40,0,8,0,4,,,,,,51.5,8,2020,10,3,19.5,8,2017,7,11,2003
11121,北海道 宗谷地方,沼川（ヌマカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2021,10,4,38,8,2012,7,31,1977
11151,北海道 宗谷地方,沓形（クツガタ）,,2023,7,3,9,40,0,8,0.5,4,9,30,4,,,44,8,2006,10,19,30.5,8,2017,7,11,1976
11176,北海道 宗谷地方,豊富（トヨトミ）,,2023,7,3,9,40,0,8,0.5,4,6,2,4,,,47.5,8,2019,7,27,47.5,8,2019,7,27,1976
11206,北海道 宗谷地方,浜頓別（ハマトンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,2021,10,4,30,8,2000,7,25,1976
11276,北海道 宗谷地方,中頓別（ナカトンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,1999,8,22,31.5,8,2019,7,19,1976
11291,北海道 宗谷地方,北見枝幸（キタミエサシ）,47402,2023,7,3,9,40,0,8,0.5,4,9,11,4,,,42.5,8,2010,9,6,36,8,1996,7,30,1942
11316,北海道 宗谷地方,歌登（ウタノボリ）,,2023,7,3,9,40,0,8,0,4,,,,,,43,8,2000,10,8,27.5,8,2010,7,28,1976
13011,北海道 宗谷地方,幌延（ホロノベ）,,2023,7,3,9,40,0,8,0.5,4,7,59,4,,,40,8,2006,9,29,35,8,2019,7,27,2006
12011,北海道 上川地方,中川（ナカガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,47.5,8,2015,8,14,39.5,8,2010,7,28,1977
12041,北海道 上川地方,音威子府（オトイネップ）,,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,2019,7,19,56.5,8,2019,7,19,1978
12066,北海道 上川地方,小車（オグルマ）,,2023,7,3,9,40,0,8,0,4,,,,,,55,8,2023,6,29,42.5,8,2009,7,24,2006
12141,北海道 上川地方,美深（ビフカ）,,2023,7,3,9,40,0,8,0.5,4,8,6,4,,,46,8,2006,7,18,46,8,2006,7,18,1976
12181,北海道 上川地方,名寄（ナヨロ）,,2023,7,3,9,40,0,8,0.5,4,7,12,4,,,52,8,2017,7,10,52,8,2017,7,10,1976
12217,北海道 上川地方,西風連（ニシフウレン）,,2023,7,3,9,40,0,8,0,4,,,,,,43,8,2011,9,2,42,8,2017,7,16,2006
12231,北海道 上川地方,下川（シモカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,43.5,8,2012,7,5,43.5,8,2012,7,5,1976
12256,北海道 上川地方,剣淵（ケンブチ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2016,7,31,53,8,2016,7,31,2006
12261,北海道 上川地方,士別（シベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2015,8,14,38.5,8,2009,7,24,1976
12266,北海道 上川地方,朝日（アサヒ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2012,7,31,53.5,8,2012,7,31,1976
12301,北海道 上川地方,和寒（ワッサム）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,1984,7,16,45,8,1984,7,16,1977
12386,北海道 上川地方,江丹別（エタンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,42.5,8,2012,8,1,41.5,8,2012,7,31,1977
12396,北海道 上川地方,比布（ピップ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2006,8,13,32,8,2000,7,3,1976
12411,北海道 上川地方,上川（カミカワ）,,2023,7,3,9,40,0,8,0,4,,,,,,47,8,2017,7,16,47,8,2017,7,16,1976
12442,北海道 上川地方,旭川（アサヒカワ）,47407,2023,7,3,9,40,0,8,2,4,1,37,4,,,57.3,8,1912,8,14,49.6,8,1953,7,19,1908
12451,北海道 上川地方,東川（ヒガシカワ）,,2023,7,3,9,40,0,8,1,4,0,32,4,,,47,8,2006,7,29,47,8,2006,7,29,1977
12457,北海道 上川地方,瑞穂（ミズホ）,,2023,7,3,9,40,0,8,2,4,2,3,4,,,55,8,2007,7,3,55,8,2007,7,3,1984
12471,北海道 上川地方,層雲峡（ソウウンキョウ）,,2023,7,3,9,40,0,8,2,4,6,30,4,,,51.5,8,2010,9,6,50,8,1979,7,9,1976
12501,北海道 上川地方,東神楽（ヒガシカグラ）,,2023,7,3,9,40,0,8,0.5,4,2,34,4,,,53,8,2006,8,18,30,8,2018,7,3,2003
12512,北海道 上川地方,志比内（シビナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,47.5,8,2014,7,13,47.5,8,2014,7,13,1993
12551,北海道 上川地方,美瑛（ビエイ）,,2023,7,3,9,40,0,8,0.5,4,1,33,4,,,59,8,2017,8,1,36,8,2007,7,3,1976
12596,北海道 上川地方,上富良野（カミフラノ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,2006,8,18,38.5,8,2012,7,31,1977
12607,北海道 上川地方,白金（シロガネ）,,2023,7,3,9,40,0,8,1,4,6,0,4,,,75.5,8,2016,7,31,75.5,8,2016,7,31,1984
12626,北海道 上川地方,富良野（フラノ）,,2023,7,3,9,40,0,8,0.5,4,8,44,4,,,50,8,2006,8,18,39.5,8,2022,7,5,1976
12632,北海道 上川地方,麓郷（ロクゴウ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2006,7,16,50,8,2006,7,16,1978
12686,北海道 上川地方,金山（カナヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,50,8,2016,8,1,25.5,8,2009,7,8,2006
12691,北海道 上川地方,幾寅（イクトラ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1994,8,13,34,8,1981,7,10,1977
12746,北海道 上川地方,占冠（シムカップ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,1978,8,7,39,8,1981,7,21,1977
15041,北海道 上川地方,朱鞠内（シュマリナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2021,6,29,61,8,1999,7,28,1978
15076,北海道 上川地方,幌加内（ホロカナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2006,7,17,56,8,2006,7,17,1976
13061,北海道 留萌地方,天塩（テシオ）,,2023,7,3,9,40,0,8,0,4,,,,,,72,8,2013,8,11,39,8,2010,7,28,1976
13086,北海道 留萌地方,遠別（エンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,60.5,8,2022,8,8,43,8,2010,7,28,1976
13121,北海道 留萌地方,初山別（ショサンベツ）,,2023,7,3,9,40,0,8,1,4,7,21,4,,,69,8,2010,8,14,34.5,8,2017,7,21,1977
13146,北海道 留萌地方,焼尻（ヤギシリ）,,2023,7,3,9,40,0,8,0,4,,,,,,64,8,2010,8,14,37.5,8,2013,7,31,1977
13181,北海道 留萌地方,羽幌（ハボロ）,47404,2023,7,3,9,40,0,8,0.5,4,8,8,4,,,54,8,1999,7,28,54,8,1999,7,28,1929
13206,北海道 留萌地方,古丹別（コタンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,60,8,1999,7,16,60,8,1999,7,16,1976
13261,北海道 留萌地方,達布（タップ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1994,8,12,31,8,2012,7,31,1977
13277,北海道 留萌地方,留萌（ルモイ）,47406,2023,7,3,9,40,0,8,0,4,,,,,,57.5,8,1988,8,25,45,8,1962,7,31,1943
13311,北海道 留萌地方,増毛（マシケ）,,2023,7,3,9,40,0,8,0.5,4,1,55,4,,,63,8,2012,8,26,39.5,8,2015,7,22,1976
13321,北海道 留萌地方,幌糠（ホロヌカ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,1988,8,25,32,8,1999,7,28,1977
14026,北海道 石狩地方,浜益（ハママス）,,2023,7,3,9,40,0,8,0.5,4,2,2,4,,,51.5,8,2011,9,2,45.5,8,2011,7,14,1977
14071,北海道 石狩地方,厚田（アツタ）,,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2010,8,24,45,8,2017,7,22,1977
14101,北海道 石狩地方,新篠津（シンシノツ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,1988,8,26,29,8,2014,7,27,1976
14116,北海道 石狩地方,山口（ヤマグチ）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,2016,8,20,30,8,2006,7,17,1976
14121,北海道 石狩地方,石狩（イシカリ）,,2023,7,3,9,40,0,8,0,4,,,,,,40,8,2017,9,23,25,8,2004,7,9,1990
14136,北海道 石狩地方,江別（エベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,40,8,2016,8,16,19.5,8,2017,7,16,2000
14157,北海道 石狩地方,手稲山（テイネヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,2016,8,20,35.5,8,2017,7,16,2010
14163,北海道 石狩地方,札幌（サッポロ）,47412,2023,7,3,9,40,0,8,0,4,,,,,,50.2,8,1913,8,28,43.5,8,1952,7,16,1889
14191,北海道 石狩地方,小金湯（コガネユ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,1994,8,12,30,8,2001,7,16,1976
14206,北海道 石狩地方,恵庭島松（エニワシママツ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,1994,9,8,27,8,2004,7,26,1976
14286,北海道 石狩地方,支笏湖畔（シコツコハン）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2014,9,11,41,8,1981,7,21,1976
14296,北海道 石狩地方,千歳（チトセ）,,2023,7,3,9,40,0,8,0,4,,,,,,92,8,2014,9,11,28,8,2004,7,28,2003
15116,北海道 空知地方,石狩沼田（イシカリヌマタ）,,2023,7,3,9,40,0,8,0.5,4,1,35,4,,,52,8,1988,8,26,37,8,1997,7,29,1976
15156,北海道 空知地方,秩父別（チップベツ）,,2023,7,3,9,40,0,8,1,4,0,55,4,,,11.5,8,2023,6,30,2.5,8,2023,7,1,2022
15161,北海道 空知地方,深川（フカガワ）,,2023,7,3,9,40,0,8,1,4,1,2,4,,,47,8,1990,9,3,39,8,2014,7,27,1976
15197,北海道 空知地方,雨竜（ウリュウ）,,2023,7,3,9,40,0,8,0.5,4,2,3,4,,,44.5,8,2013,8,25,37.5,8,2022,7,5,2006
15216,北海道 空知地方,新城（シンジョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,48.5,8,2016,8,20,26.5,8,2012,7,31,1984
15231,北海道 空知地方,空知吉野（ソラチヨシノ）,,2023,7,3,9,40,0,8,1,4,1,44,4,,,53,8,1990,9,3,33,8,2017,7,16,1978
15241,北海道 空知地方,滝川（タキカワ）,,2023,7,3,9,40,0,8,0.5,4,3,11,4,,,54,8,2010,8,24,53,8,1978,7,25,1976
15247,北海道 空知地方,赤平（アカビラ）,,2023,7,3,9,40,0,8,0.5,4,7,1,4,,,63,8,2006,8,17,35,8,2006,7,18,2006
15251,北海道 空知地方,芦別（アシベツ）,,2023,7,3,9,40,0,8,0.5,4,7,18,4,,,51,8,2006,8,18,34.5,8,2012,7,31,1976
15276,北海道 空知地方,浦臼（ウラウス）,,2023,7,3,9,40,0,8,0,4,,,,,,52.5,8,2022,8,8,33,8,2017,7,16,1983
15311,北海道 空知地方,月形（ツキガタ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,1981,10,14,31,8,2000,7,3,1976
15321,北海道 空知地方,美唄（ビバイ）,,2023,7,3,9,40,0,8,0,4,,,,,,70,8,2004,8,21,40.5,8,2010,7,4,1976
15356,北海道 空知地方,岩見沢（イワミザワ）,47413,2023,7,3,9,40,0,8,0,4,,,,,,94.5,8,2019,8,31,43.9,8,1961,7,25,1948
15391,北海道 空知地方,栗沢（クリサワ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2012,9,12,26.5,8,2009,7,8,1976
15431,北海道 空知地方,長沼（ナガヌマ）,,2023,7,3,9,40,0,8,0,4,,,,,,66,8,2021,8,4,42,8,2007,7,28,1976
15442,北海道 空知地方,夕張（ユウバリ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,1980,7,12,48,8,1980,7,12,1976
15451,北海道 空知地方,鹿島（カシマ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,2011,9,2,33,8,2000,7,25,1983
15491,北海道 空知地方,沼の沢（ヌマノサワ）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,2000,7,25,45,8,2000,7,25,1983
16026,北海道 後志地方,美国（ビクニ）,,2023,7,3,9,40,0,8,0.5,4,4,52,4,,,56.5,8,2012,9,16,34,8,1989,7,19,1976
16061,北海道 後志地方,神恵内（カモエナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2013,8,24,57.5,8,2017,7,16,1977
16076,北海道 後志地方,余市（ヨイチ）,,2023,7,3,9,40,0,8,0.5,4,7,36,4,,,41.5,8,2010,8,7,35,8,2017,7,16,1976
16091,北海道 後志地方,小樽（オタル）,47411,2023,7,3,9,40,0,8,0,4,,,,,,50.5,8,2017,7,16,50.5,8,2017,7,16,1943
16126,北海道 後志地方,赤井川（アカイガワ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,1994,8,12,35,8,2017,7,16,1976
16156,北海道 後志地方,共和（キョウワ）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,1976,8,12,27,8,2017,7,16,1976
16206,北海道 後志地方,蘭越（ランコシ）,,2023,7,3,9,40,0,8,0,4,,,,,,64.5,8,2013,8,27,41,8,1999,7,29,1976
16217,北海道 後志地方,倶知安（クッチャン）,47433,2023,7,3,9,40,0,8,0,4,,,,,,47.5,8,2010,8,24,44.5,8,2017,7,16,1944
16252,北海道 後志地方,寿都（スッツ）,47421,2023,7,3,9,40,0,8,0,4,,,,,,57.5,8,1990,7,25,57.5,8,1990,7,25,1938
16272,北海道 後志地方,ニセコ（ニセコ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,2021,8,4,23.5,8,2017,7,22,2010
16281,北海道 後志地方,真狩（マッカリ）,,2023,7,3,9,40,0,8,0,4,,,,,,40,8,1978,7,25,40,8,1978,7,25,1976
16286,北海道 後志地方,喜茂別（キモベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,41.5,8,2011,8,14,31,8,1990,7,6,1976
16321,北海道 後志地方,黒松内（クロマツナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,1985,9,7,34,8,2010,7,29,1976
17036,北海道 網走・北見・紋別地方,雄武（オウム）,47405,2023,7,3,9,40,0,8,0,4,,,,,,48.7,8,1953,8,14,38.5,8,2013,7,10,1942
17076,北海道 網走・北見・紋別地方,興部（オコッペ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,2010,8,12,30.5,8,2013,7,10,1976
17091,北海道 網走・北見・紋別地方,西興部（ニシオコッペ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,2017,7,16,44,8,2017,7,16,1976
17112,北海道 網走・北見・紋別地方,紋別（モンベツ）,47435,2023,7,3,9,40,0,8,0,4,,,,,,39.5,8,2020,8,5,26.5,8,1987,7,25,1956
17116,北海道 網走・北見・紋別地方,紋別小向（モンベツコムカイ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2013,8,27,21.5,8,2013,7,10,2003
17166,北海道 網走・北見・紋別地方,湧別（ユウベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,34,8,2013,8,27,27,8,2009,7,8,1976
17196,北海道 網走・北見・紋別地方,滝上（タキノウエ）,,2023,7,3,9,40,0,8,0,4,,,,,,32.5,8,2014,6,10,31,8,2000,7,15,1976
17211,北海道 網走・北見・紋別地方,上藻別（カミモベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,38.5,8,2013,8,27,30,8,2015,7,31,1976
17246,北海道 網走・北見・紋別地方,常呂（トコロ）,,2023,7,3,9,40,0,8,0,4,,,,,,52,8,1978,7,11,52,8,1978,7,11,1976
17306,北海道 網走・北見・紋別地方,遠軽（エンガル）,,2023,7,3,9,40,0,8,0,4,,,,,,56,8,2013,8,20,35.5,8,2016,7,30,1976
17316,北海道 網走・北見・紋別地方,佐呂間（サロマ）,,2023,7,3,9,40,0,8,0,4,,,,,,40.5,8,2017,7,16,40.5,8,2017,7,16,1976
17341,北海道 網走・北見・紋別地方,網走（アバシリ）,47409,2023,7,3,9,40,0,8,0,4,,,,,,38.5,8,2009,9,16,28.6,8,1928,7,16,1919
17351,北海道 網走・北見・紋別地方,宇登呂（ウトロ）,,2023,7,3,9,40,0,8,0.5,4,0,58,4,,,58,8,1981,8,6,25,8,2002,7,11,1976
17386,北海道 網走・北見・紋別地方,丸瀬布（マルセップ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1998,7,25,49,8,1998,7,25,1984
17482,北海道 網走・北見・紋別地方,白滝（シラタキ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,2006,8,10,30.5,8,2022,7,5,1993
17501,北海道 網走・北見・紋別地方,生田原（イクタハラ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,1994,8,18,41,8,2016,7,31,1976
17512,北海道 網走・北見・紋別地方,仁頃山（ニコロヤマ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,2006,7,17,42,8,2006,7,17,2006
17521,北海道 網走・北見・紋別地方,北見（キタミ）,,2023,7,3,9,40,0,8,0,4,,,,,,65,8,1988,8,6,44,8,2006,7,17,1976
17531,北海道 網走・北見・紋別地方,女満別（メマンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,38.5,8,2011,6,10,28,8,2011,7,12,2003
17541,北海道 網走・北見・紋別地方,東藻琴（ヒガシモコト）,,2023,7,3,9,40,0,8,0,4,,,,,,57,8,2011,8,26,45,8,2009,7,27,1978
17546,北海道 網走・北見・紋別地方,小清水（コシミズ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,2009,7,27,42,8,2009,7,27,1976
17561,北海道 網走・北見・紋別地方,斜里（シャリ）,,2023,7,3,9,40,0,8,0,4,,,,,,39,8,2011,8,15,28,8,2011,7,12,1976
17596,北海道 網走・北見・紋別地方,留辺蘂（ルベシベ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,1997,7,14,48,8,1997,7,14,1976
17607,北海道 網走・北見・紋別地方,境野（サカイノ）,,2023,7,3,9,40,0,8,0,4,,,,,,67.5,8,2022,7,18,67.5,8,2022,7,18,1977
17631,北海道 網走・北見・紋別地方,美幌（ビホロ）,,2023,7,3,9,40,0,8,0,4,,,,,,42,8,1984,8,8,31,8,2009,7,27,1976
17642,北海道 網走・北見・紋別地方,山園（ヤマゾノ）,,2023,7,3,9,40,0,8,0,4,,,,,,40.5,8,2010,7,18,40.5,8,2010,7,18,2010
17686,北海道 網走・北見・紋別地方,置戸常元（オケトツネモト）,,2023,7,3,9,40,0,8,0,4,,,,,,38,8,2008,8,15,24,8,2014,7,17,2006
17717,北海道 網走・北見・紋別地方,津別（ツベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,54,8,2006,7,17,54,8,2006,7,17,1988
17776,北海道 網走・北見・紋別地方,津別二又（ツベツフタマタ）,,2023,7,3,9,40,0,8,0,4,,,,,,52.5,8,2015,9,2,51,8,2021,7,19,2006
18038,北海道 根室地方,羅臼（ラウス）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,2020,10,13,28,8,2016,7,3,2005
18091,北海道 根室地方,糸櫛別（イトクシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,1987,10,18,43,8,1991,7,27,1978
18136,北海道 根室地方,標津（シベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,50.5,8,2015,8,10,39,8,1991,7,27,1976
18161,北海道 根室地方,上標津（カミシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,46.5,8,2015,8,10,33.5,8,2017,7,2,2003
18171,北海道 根室地方,中標津（ナカシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,48.5,8,2015,8,10,37,8,1991,7,27,1976
18174,北海道 根室地方,根室中標津（ネムロナカシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,45.5,8,2015,8,10,24.5,8,2016,7,19,2003
18256,北海道 根室地方,別海（ベツカイ）,,2023,7,3,9,40,0,8,0,4,,,,,,74,8,2015,8,10,33,8,2009,7,25,1976
18273,北海道 根室地方,根室（ネムロ）,47420,2023,7,3,9,40,0,8,0,4,,,,,,53.5,8,2015,8,10,39,8,2022,7,23,1889
18281,北海道 根室地方,納沙布（ノサップ）,,2023,7,3,9,40,0,8,0,4,,,,,,42.5,8,2016,8,17,30,8,1981,7,27,1976
18311,北海道 根室地方,厚床（アットコ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,2015,8,11,29,8,1989,7,10,1977
19021,北海道 釧路地方,川湯（カワユ）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,2019,8,24,40,8,2005,7,31,1976
19051,北海道 釧路地方,弟子屈（テシカガ）,,2023,7,3,9,40,0,8,0,4,,,,,,59,8,2000,7,16,59,8,2000,7,16,1977
19076,北海道 釧路地方,阿寒湖畔（アカンコハン）,,2023,7,3,9,40,0,8,0,4,,,,,,51,8,2011,6,11,48.5,8,2009,7,27,1976
19151,北海道 釧路地方,標茶（シベチャ）,,2023,7,3,9,40,0,8,0,4,,,,,,48,8,2015,8,10,20.5,8,2016,7,10,1976
19191,北海道 釧路地方,鶴居（ツルイ）,,2023,7,3,9,40,0,8,0,4,,,,,,46,8,2006,8,4,45,8,2006,7,15,1977
19261,北海道 釧路地方,中徹別（ナカテシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,50.5,8,2011,8,15,32,8,1991,7,27,1976
19281,北海道 釧路地方,塘路（トウロ）,,2023,7,3,9,40,0,8,0,4,,,,,,46.5,8,2013,9,16,22.5,8,2010,7,10,1983
19301,北海道 釧路地方,茶内原野（チャナイゲンヤ）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,2006,6,18,32,8,1989,7,10,1984
19311,北海道 釧路地方,榊町（サカキマチ）,,2023,7,3,9,40,0,8,0,4,,,,,,40.5,8,2008,9,12,27,8,1989,7,10,1977
19346,北海道 釧路地方,阿寒（アカン）,,2023,7,3,9,40,0,8,0,4,,,,,,39,8,2005,9,7,27,8,1995,7,14,1976
19347,北海道 釧路地方,鶴丘（ツルオカ）,,2023,7,3,9,40,0,8,0,4,,,,,,43,8,2013,9,16,27,8,2004,7,21,2003
19376,北海道 釧路地方,太田（オオタ）,,2023,7,3,9,40,0,8,0,4,,,,,,63,8,2013,9,16,31,8,1999,7,14,1977
19406,北海道 釧路地方,二俣（フタマタ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1997,9,27,45,8,1991,7,27,1976
19416,北海道 釧路地方,白糠（シラヌカ）,,2023,7,3,9,40,0,8,0,4,,,,,,45,8,1980,9,5,27,8,1991,7,27,1976
19432,北海道 釧路地方,釧路（クシロ）,47418,2023,7,3,9,40,0,8,0,4,,,,,,55.9,8,1947,8,26,35,8,1970,7,19,1937
19451,北海道 釧路地方,知方学（チッポマナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,49.5,8,2016,9,9,40,8,2005,7,31,1978
20047,北海道 十勝地方,三股（ミツマタ）,,2023,7,3,9,40,0,8,0,4,,,,,,69.5,8,2015,7,23,69.5,8,2015,7,23,2006
20071,北海道 十勝地方,小利別（ショウトシベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,52.5,8,2017,7,16,52.5,8,2017,7,16,1983
20146,北海道 十勝地方,陸別（リクベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,49,8,1999,8,7,39.5,8,2010,7,4,1976
20186,北海道 十勝地方,ぬかびら源泉郷（ヌカビラゲンセンキョウ）,,2023,7,3,9,40,0,8,0,4,,,,,,58,8,2015,6,15,39,8,2000,7,3,1976
20202,北海道 十勝地方,柏倉（カシワクラ）,,2023,7,3,9,40,0,8,0,4,,,,,,43,8,2005,6,22,33,8,2021,7,19,1983
20222,北海道 十勝地方,上螺湾（カミラワン）,,2023,7,3,9,40,0,8,0,4,,,,,,39,8,1998,7,10,39,8,1998,7,10,1983
20266,北海道 十勝地方,上士幌（カミシホロ）,,2023,7,3,9,40,0,8,0.5,4,9,10,4,,,57,8,2022,7,4,57,8,2022,7,4,1976
20276,北海道 十勝地方,足寄（アショロ）,,2023,7,3,9,40,0,8,0,4,,,,,,64.5,8,2013,8,8,48.5,8,2022,7,27,1976
20331,北海道 十勝地方,押帯（オショップ）,,2023,7,3,9,40,0,8,0,4,,,,,,38,8,2003,8,10,29,8,2005,7,19,1983
20341,北海道 十勝地方,本別（ホンベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,42.5,8,2015,8,11,32,8,2022,7,27,1976
20356,北海道 十勝地方,新得（シントク）,,2023,7,3,9,40,0,8,0,4,,,,,,35.5,8,2022,8,16,21,8,2016,7,10,1976
20361,北海道 十勝地方,鹿追（シカオイ）,,2023,7,3,9,40,0,8,0,4,,,,,,36,8,1982,7,21,36,8,1982,7,21,1976
20371,北海道 十勝地方,駒場（コマバ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,2012,8,6,26,8,2008,7,12,1977
20421,北海道 十勝地方,芽室（メムロ）,,2023,7,3,9,40,0,8,0,4,,,,,,34,8,2006,8,4,31,8,2012,7,6,1976
20432,北海道 十勝地方,帯広（オビヒロ）,47417,2023,7,3,9,40,0,8,0,4,,,,,,56.5,8,1975,7,17,56.5,8,1975,7,17,1919
20441,北海道 十勝地方,池田（イケダ）,,2023,7,3,9,40,0,8,0,4,,,,,,30,8,2016,8,17,29.5,8,2009,7,27,1976
20451,北海道 十勝地方,留真（ルシン）,,2023,7,3,9,40,0,8,0,4,,,,,,31,8,2022,8,12,24,8,2002,7,11,1984
20506,北海道 十勝地方,浦幌（ウラホロ）,,2023,7,3,9,40,0,8,0,4,,,,,,44,8,2005,7,31,44,8,2005,7,31,1976
20551,北海道 十勝地方,帯広泉（オビヒロイズミ）,,2023,7,3,9,40,0,8,0,4,,,,,,38.5,8,2017,9,18,25,8,2009,7,27,2003
20556,北海道 十勝地方,糠内（ヌカナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,47,8,1980,6,24,29,8,2009,7,27,1978
20601,北海道 十勝地方,上札内（カミサツナイ）,,2023,7,3,9,40,0,8,0,4,,,,,,53,8,1994,8,19,31,8,2008,7,18,1977
20606,北海道 十勝地方,更別（サラベツ）,,2023,7,3,9,40,0,8,0,4,,,,,,38,8,1989,8,28,33,8,2004,7,26,1977
